TIME,CH1,CH2,,TIME,MATH
0.00E+00,-0.58,-0.86,,0.00E+00,0.0885312
6.25E+02,-0.58,-0.9,,1.25E+04,0.0682812
1.25E+03,-0.58,-0.86,,2.50E+04,0.0480312
1.88E+03,-0.58,-0.86,,3.75E+04,0.024
2.50E+03,-0.58,-0.9,,5.00E+04,0
3.13E+03,-0.58,-0.86,,6.25E+04,0.002
3.75E+03,-0.58,-0.86,,7.50E+04,0.00403125
4.38E+03,-0.58,-0.86,,8.75E+04,0.00315625
5.00E+03,-0.62,-0.9,,1.00E+05,0.0023125
5.63E+03,-0.58,-0.9,,1.13E+05,0.00259375
6.25E+03,-0.58,-0.9,,1.25E+05,0.002875
6.88E+03,-0.58,-0.9,,1.38E+05,0.002875
7.50E+03,-0.58,-0.9,,1.50E+05,0.002875
8.13E+03,-0.62,-0.9,,1.63E+05,0.121781
8.75E+03,-0.62,-0.9,,1.75E+05,0.240719
9.38E+03,-0.58,-0.94,,1.88E+05,0.344594
1.00E+04,-0.62,-0.9,,2.00E+05,0.448469
1.06E+04,-0.58,-0.94,,2.13E+05,0.299156
1.13E+04,-0.62,-0.9,,2.25E+05,0.149875
1.19E+04,-0.58,-0.9,,2.38E+05,0.0760937
1.25E+04,-0.62,-0.9,,2.50E+05,0.0023125
1.31E+04,-0.58,-0.9,,2.63E+05,0.00171875
1.38E+04,-0.62,-0.9,,2.75E+05,0.00115625
1.44E+04,-0.62,-0.86,,2.88E+05,0.00115625
1.50E+04,-0.62,-0.86,,3.00E+05,0.00115625
1.56E+04,-0.58,-0.9,,3.13E+05,0.00084375
1.63E+04,-0.62,-0.9,,3.25E+05,0.0005625
1.69E+04,-0.58,-0.9,,3.38E+05,0.0005625
1.75E+04,-0.62,-0.9,,3.50E+05,0.0005625
1.81E+04,-0.62,-0.9,,3.63E+05,0.00084375
1.88E+04,-0.62,-0.9,,3.75E+05,0.00115625
1.94E+04,-0.58,-0.9,,3.88E+05,0.00403125
2.00E+04,-0.58,-0.9,,4.00E+05,0.0069375
2.06E+04,-0.62,-0.9,,4.13E+05,0.00375
2.13E+04,-0.62,-0.9,,4.25E+05,0.0005625
2.19E+04,-0.62,-0.9,,4.38E+05,0.00084375
2.25E+04,-0.62,-0.9,,4.50E+05,0.00115625
2.31E+04,-0.62,-0.9,,4.63E+05,0.00115625
2.38E+04,-0.62,-0.9,,4.75E+05,0.00115625
2.44E+04,-0.62,-0.9,,4.88E+05,0.00115625
2.50E+04,-0.62,-0.9,,5.00E+05,0.00115625
2.56E+04,-0.62,-0.9,,5.13E+05,0.00084375
2.63E+04,-0.62,-0.9,,5.25E+05,0.0005625
2.69E+04,-0.62,-0.9,,5.38E+05,0.0014375
2.75E+04,-0.62,-0.9,,5.50E+05,0.0023125
2.81E+04,-0.62,-0.9,,5.63E+05,0.0109687
2.88E+04,-0.62,-0.9,,5.75E+05,0.0196562
2.94E+04,-0.62,-0.9,,5.88E+05,0.0236875
3.00E+04,-0.62,-0.9,,6.00E+05,0.02775
3.06E+04,-0.62,-0.9,,6.13E+05,0.015875
3.13E+04,-0.62,-0.9,,6.25E+05,0.00403125
3.19E+04,-0.62,-0.9,,6.38E+05,0.00259375
3.25E+04,-0.62,-0.9,,6.50E+05,0.00115625
3.31E+04,-0.62,-0.9,,6.63E+05,0.00115625
3.38E+04,-0.62,-0.9,,6.75E+05,0.00115625
3.44E+04,-0.62,-0.9,,6.88E+05,0.0014375
3.50E+04,-0.62,-0.9,,7.00E+05,0.00171875
3.56E+04,-0.62,-0.9,,7.13E+05,0.0014375
3.63E+04,-0.62,-0.9,,7.25E+05,0.00115625
3.69E+04,-0.62,-0.9,,7.38E+05,0.00115625
3.75E+04,-0.62,-0.9,,7.50E+05,0.00115625
3.81E+04,-0.62,-0.9,,7.63E+05,0.00171875
3.88E+04,-0.66,-0.9,,7.75E+05,0.0023125
3.94E+04,-0.62,-0.9,,7.88E+05,0.0023125
4.00E+04,-0.62,-0.9,,8.00E+05,0.0023125
4.06E+04,-0.62,-0.9,,8.13E+05,0.0014375
4.13E+04,-0.62,-0.9,,8.25E+05,0.0005625
4.19E+04,-0.66,-0.9,,8.38E+05,0.00084375
4.25E+04,-0.62,-0.9,,8.50E+05,0.00115625
4.31E+04,-0.62,-0.9,,8.63E+05,0.00115625
4.38E+04,-0.62,-0.9,,8.75E+05,0.00115625
4.44E+04,-0.62,-0.9,,8.88E+05,0.00115625
4.50E+04,-0.66,-0.9,,9.00E+05,0.00115625
4.56E+04,-0.62,-0.94,,9.13E+05,0.00115625
4.63E+04,-0.66,-0.9,,9.25E+05,0.00115625
4.69E+04,-0.66,-0.94,,9.38E+05,0.00171875
4.75E+04,-0.66,-0.9,,9.50E+05,0.0023125
4.81E+04,-0.66,-0.94,,9.63E+05,0.0043125
4.88E+04,-0.66,-0.9,,9.75E+05,0.00634375
4.94E+04,-0.66,-0.9,,9.88E+05,0.00634375
