TIME,CH1,CH2,,TIME,MATH
0.00E+00,0.59,-0.19,,0.00E+00,0.837938
5.00E+03,0.59,-0.19,,1.00E+05,0.668969
1.00E+04,0.59,-0.19,,2.00E+05,0.5
1.50E+04,0.59,-0.21,,3.00E+05,0.250281
2.00E+04,0.59,-0.21,,4.00E+05,0.0005625
2.50E+04,0.61,-0.21,,5.00E+05,0.00040625
3.00E+04,0.59,-0.23,,6.00E+05,0.00028125
3.50E+04,0.61,-0.23,,7.00E+05,0.0471563
4.00E+04,0.61,-0.21,,8.00E+05,0.0940313
4.50E+04,0.63,-0.23,,9.00E+05,0.138594
5.00E+04,0.63,-0.21,,1.00E+06,0.183156
5.50E+04,0.61,-0.23,,1.10E+06,0.12425
6.00E+04,0.61,-0.23,,1.20E+06,0.065375
6.50E+04,0.61,-0.25,,1.30E+06,0.0335313
7.00E+04,0.61,-0.23,,1.40E+06,0.00171875
7.50E+04,0.61,-0.25,,1.50E+06,0.0014375
8.00E+04,0.61,-0.25,,1.60E+06,0.00115625
8.50E+04,0.61,-0.25,,1.70E+06,0.00071875
9.00E+04,0.61,-0.25,,1.80E+06,0.00028125
9.50E+04,0.63,-0.27,,1.90E+06,0.00071875
1.00E+05,0.63,-0.27,,2.00E+06,0.00115625
1.05E+05,0.63,-0.27,,2.10E+06,0.00084375
1.10E+05,0.63,-0.27,,2.20E+06,0.0005625
1.15E+05,0.63,-0.29,,2.30E+06,0.0005625
1.20E+05,0.63,-0.29,,2.40E+06,0.0005625
1.25E+05,0.63,-0.29,,2.50E+06,0.0006875
1.30E+05,0.63,-0.29,,2.60E+06,0.00084375
1.35E+05,0.65,-0.27,,2.70E+06,0.00475
1.40E+05,0.63,-0.27,,2.80E+06,0.00865625
1.45E+05,0.65,-0.27,,2.90E+06,0.0100938
1.50E+05,0.63,-0.27,,3.00E+06,0.0115625
1.55E+05,0.63,-0.29,,3.10E+06,0.00721875
1.60E+05,0.63,-0.29,,3.20E+06,0.002875
1.65E+05,0.65,-0.29,,3.30E+06,0.002
1.70E+05,0.65,-0.29,,3.40E+06,0.00115625
1.75E+05,0.67,-0.31,,3.50E+06,0.0005625
1.80E+05,0.65,-0.31,,3.60E+06,0
1.85E+05,0.67,-0.31,,3.70E+06,0.00040625
1.90E+05,0.65,-0.31,,3.80E+06,0.00084375
1.95E+05,0.67,-0.31,,3.90E+06,0.00128125
2.00E+05,0.65,-0.31,,4.00E+06,0.00171875
2.05E+05,0.65,-0.31,,4.10E+06,0.001
2.10E+05,0.65,-0.31,,4.20E+06,0.00028125
2.15E+05,0.65,-0.31,,4.30E+06,0.00028125
2.20E+05,0.65,-0.31,,4.40E+06,0.00028125
2.25E+05,0.65,-0.31,,4.50E+06,0.00084375
2.30E+05,0.65,-0.31,,4.60E+06,0.0014375
2.35E+05,0.65,-0.31,,4.70E+06,0.0014375
2.40E+05,0.67,-0.33,,4.80E+06,0.0014375
2.45E+05,0.67,-0.31,,4.90E+06,0.00215625
2.50E+05,0.67,-0.33,,5.00E+06,0.002875
2.55E+05,0.69,-0.33,,5.10E+06,0.00171875
2.60E+05,0.67,-0.33,,5.20E+06,0.0005625
2.65E+05,0.69,-0.33,,5.30E+06,0.0005625
2.70E+05,0.69,-0.33,,5.40E+06,0.0005625
2.75E+05,0.71,-0.35,,5.50E+06,0.0005625
2.80E+05,0.69,-0.35,,5.60E+06,0.0005625
