TIME,CH1,CH2,,TIME,MATH
0.00E+00,0.69,-0.47,,0.00E+00,0.811344
5.00E+03,0.69,-0.47,,1.00E+05,0.648125
1.00E+04,0.69,-0.47,,2.00E+05,0.484937
1.50E+04,0.71,-0.47,,3.00E+05,0.243469
2.00E+04,0.67,-0.47,,4.00E+05,0.002
2.50E+04,0.69,-0.47,,5.00E+05,0.002
3.00E+04,0.67,-0.47,,6.00E+05,0.002
3.50E+04,0.69,-0.49,,7.00E+05,0.00184375
4.00E+04,0.67,-0.49,,8.00E+05,0.00171875
4.50E+04,0.69,-0.49,,9.00E+05,0.00171875
5.00E+04,0.69,-0.47,,1.00E+06,0.00171875
5.50E+04,0.69,-0.49,,1.10E+06,0.0015625
6.00E+04,0.69,-0.47,,1.20E+06,0.0014375
6.50E+04,0.69,-0.49,,1.30E+06,0.00721875
7.00E+04,0.69,-0.47,,1.40E+06,0.013
7.50E+04,0.69,-0.47,,1.50E+06,0.0481563
8.00E+04,0.69,-0.45,,1.60E+06,0.0833125
8.50E+04,0.71,-0.47,,1.70E+06,0.0755
9.00E+04,0.69,-0.47,,1.80E+06,0.0676875
9.50E+04,0.69,-0.49,,1.90E+06,0.03775
1.00E+05,0.69,-0.49,,2.00E+06,0.0078125
1.05E+05,0.69,-0.49,,2.10E+06,0.0041875
1.10E+05,0.69,-0.49,,2.20E+06,0.0005625
1.15E+05,0.69,-0.49,,2.30E+06,0.0005625
1.20E+05,0.69,-0.49,,2.40E+06,0.0005625
1.25E+05,0.71,-0.49,,2.50E+06,0.00040625
1.30E+05,0.69,-0.47,,2.60E+06,0.00028125
1.35E+05,0.71,-0.49,,2.70E+06,0.00040625
1.40E+05,0.71,-0.49,,2.80E+06,0.0005625
1.45E+05,0.71,-0.47,,2.90E+06,0.00040625
1.50E+05,0.71,-0.47,,3.00E+06,0.00028125
1.55E+05,0.71,-0.47,,3.10E+06,0.00071875
1.60E+05,0.71,-0.47,,3.20E+06,0.00115625
1.65E+05,0.71,-0.47,,3.30E+06,0.00084375
1.70E+05,0.71,-0.47,,3.40E+06,0.0005625
1.75E+05,0.71,-0.47,,3.50E+06,0.0005625
1.80E+05,0.71,-0.47,,3.60E+06,0.0005625
1.85E+05,0.71,-0.47,,3.70E+06,0.0006875
1.90E+05,0.71,-0.47,,3.80E+06,0.00084375
1.95E+05,0.73,-0.47,,3.90E+06,0.00084375
2.00E+05,0.71,-0.47,,4.00E+06,0.00084375
2.05E+05,0.73,-0.47,,4.10E+06,0.0006875
2.10E+05,0.71,-0.47,,4.20E+06,0.0005625
2.15E+05,0.71,-0.47,,4.30E+06,0.0006875
2.20E+05,0.71,-0.45,,4.40E+06,0.00084375
2.25E+05,0.73,-0.45,,4.50E+06,0.0006875
2.30E+05,0.73,-0.45,,4.60E+06,0.0005625
2.35E+05,0.73,-0.43,,4.70E+06,0.001125
2.40E+05,0.73,-0.45,,4.80E+06,0.00171875
2.45E+05,0.73,-0.45,,4.90E+06,0.00215625
2.50E+05,0.73,-0.45,,5.00E+06,0.00259375
2.55E+05,0.73,-0.45,,5.10E+06,0.00259375
2.60E+05,0.71,-0.45,,5.20E+06,0.00259375
2.65E+05,0.73,-0.45,,5.30E+06,0.0015625
2.70E+05,0.73,-0.43,,5.40E+06,0.0005625
2.75E+05,0.73,-0.43,,5.50E+06,0.0005625
2.80E+05,0.73,-0.43,,5.60E+06,0.0005625
2.85E+05,0.75,-0.43,,5.70E+06,0.0005625
2.90E+05,0.75,-0.43,,5.80E+06,0.0005625
2.95E+05,0.75,-0.43,,5.90E+06,0.00084375
3.00E+05,0.75,-0.43,,6.00E+06,0.00115625
3.05E+05,0.77,-0.43,,6.10E+06,0.00084375
3.10E+05,0.75,-0.43,,6.20E+06,0.0005625
3.15E+05,0.77,-0.41,,6.30E+06,0.0006875
3.20E+05,0.75,-0.41,,6.40E+06,0.00084375
3.25E+05,0.75,-0.41,,6.50E+06,0.001
3.30E+05,0.75,-0.39,,6.60E+06,0.00115625
3.35E+05,0.77,-0.39,,6.70E+06,0.00128125
